1 1 1 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,1,1][0,0,0,1,2,2][0,0,0,1,2,2]
2 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,1,1][0,0,0,1,3,3][0,0,0,1,3,3]
3 2 2 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,1,1][0,1,1,1,2,2][0,1,1,1,2,2]
4 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,1,1][0,1,1,1,3,3][0,1,1,1,3,3]
5 3 3 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,0,0][0,0,1,1,1,1][0,0,2,2,2,2][0,0,2,2,2,2]
6 4 4 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,0,0][0,0,1,1,1,1][0,0,2,2,3,3][0,0,2,2,3,3]
7 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,0,0][0,0,1,1,1,1][0,0,3,3,3,3][0,0,3,3,3,3]
8 5 5 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,0,0][0,0,1,1,1,1][1,1,2,2,2,2][1,1,2,2,2,2]
9 6 6 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,0,0][0,0,1,1,1,1][1,1,2,2,3,3][1,1,2,2,3,3]
10 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,0,0][0,0,1,1,1,1][1,1,3,3,3,3][1,1,3,3,3,3]
11 7 7 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,1,1][0,0,1,1,0,0][0,0,2,2,2,2][0,0,2,2,2,2]
12 8 8 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,1,1][0,0,1,1,0,0][0,0,2,2,3,3][0,0,2,2,3,3]
13 9 9 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,1,1][0,0,1,1,0,0][0,0,2,3,2,3][0,0,2,3,2,3]
14 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,1,1][0,0,1,1,0,0][0,0,3,3,3,3][0,0,3,3,3,3]
15 10 10 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,1,1][0,0,1,1,0,0][1,1,2,2,2,2][1,1,2,2,2,2]
16 11 11 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,1,1][0,0,1,1,0,0][1,1,2,2,3,3][1,1,2,2,3,3]
17 12 12 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,1,1][0,0,1,1,0,0][1,1,2,3,2,3][1,1,2,3,2,3]
18 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,1,1][0,0,1,1,0,0][1,1,3,3,3,3][1,1,3,3,3,3]
19 13 13 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,1,1][0,0,1,1,1,1][0,1,2,2,1,1][0,1,2,2,1,1]
20 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,1,1][0,0,1,1,1,1][0,1,3,3,1,1][0,1,3,3,1,1]
21 14 14 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,1,1][0,0,1,1,1,1][1,1,2,2,0,1][1,1,2,2,0,1]
22 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,1,1][0,0,1,1,1,1][1,1,3,3,0,1][1,1,3,3,0,1]
23 15 15 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,1,1][1,1,1,1,1,1][2,2,2,2,1,1][2,2,2,2,1,1]
24 16 16 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,1,1][1,1,1,1,1,1][2,2,3,3,1,1][2,2,3,3,1,1]
25 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,1,1][1,1,1,1,1,1][3,3,3,3,1,1][3,3,3,3,1,1]
26 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,0,1,2,2][0,0,0,1,2,2][0,0,0,1,2,2]
27 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,0,1,2,2][0,0,0,1,3,3][0,0,0,1,3,3]
28 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,0,1,2,2][0,0,1,0,2,2][0,0,1,0,2,2]
29 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,0,1,2,2][0,0,1,0,3,3][0,0,1,0,3,3]
30 17 17 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,0,1,2,2][0,0,1,1,0,0][0,0,1,1,1,1]
31 18 18 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,0,1,2,2][0,1,1,0,0,0][0,1,1,0,1,1]
32 19 19 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,0,1,2,2][0,1,1,1,2,2][0,1,1,1,2,2]
33 20 20 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,0,1,2,2][0,1,1,1,3,3][0,1,1,1,3,3]
34 21 21 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,0,1,2,2][1,1,1,0,2,2][1,1,1,0,2,2]
35 22 22 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,0,1,2,2][1,1,1,0,3,3][1,1,1,0,3,3]
36 23 23 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,0,1,2,2][1,1,1,1,0,0][1,1,1,1,1,1]
37 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,0,1,3,3][0,0,1,0,2,2][0,0,1,0,3,3]
38 24 24 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,0,1,3,3][0,1,1,1,2,2][0,1,1,1,3,3]
39 25 25 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,0,1,3,3][1,1,1,0,2,2][1,1,1,0,3,3]
40 26 26 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,1,0,2,2][0,0,2,2,0,1][0,0,2,2,1,0]
41 27 27 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,1,0,2,2][0,1,0,0,2,2][0,1,1,1,2,2]
42 28 28 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,1,0,2,2][0,1,0,0,3,3][0,1,1,1,3,3]
43 29 29 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,1,0,2,2][1,1,0,1,2,2][1,1,1,0,2,2]
44 30 30 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,1,0,2,2][1,1,0,1,3,3][1,1,1,0,3,3]
45 31 31 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,1,0,2,2][1,1,2,2,0,1][1,1,2,2,1,0]
46 32 32 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,1,0,2,2][1,1,3,3,0,1][1,1,3,3,1,0]
47 33 33 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,1,0,3,3][0,0,2,3,2,3][0,0,2,3,3,2]
48 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,1,0,3,3][0,1,0,0,3,3][0,1,1,1,2,2]
49 34 34 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,1,0,3,3][1,1,0,1,2,2][1,1,1,0,3,3]
50 35 35 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,1,0,3,3][1,1,0,1,3,3][1,1,1,0,2,2]
51 36 36 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,1,0,3,3][1,1,2,3,2,3][1,1,2,3,3,2]
52 37 37 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,1,1,1,2,2][0,2,2,1,0,0][0,2,2,1,1,1]
53 38 38 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,1,1,1,2,2][1,0,1,1,2,2][1,1,0,1,2,2]
54 39 39 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,1,1,1,2,2][1,0,1,1,3,3][1,1,0,1,3,3]
55 40 40 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,1,1,1,2,2][1,2,2,0,0,0][1,2,2,0,1,1]
56 41 41 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,1,1,1,3,3][1,2,2,1,2,2][1,2,2,1,3,3]
57 42 42 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,1,1,1,3,3][1,3,3,1,2,2][1,3,3,1,3,3]
58 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,3,3][0,0,0,1,3,3][0,0,0,1,3,3][0,0,0,1,3,3]
59 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,3,3][0,0,0,1,3,3][0,0,1,0,3,3][0,0,1,0,3,3]
60 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,3,3][0,0,0,1,3,3][0,0,1,1,0,0][0,0,1,1,1,1]
61 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,3,3][0,0,0,1,3,3][0,1,1,0,0,0][0,1,1,0,1,1]
62 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,3,3][0,0,0,1,3,3][0,1,1,1,2,2][0,1,1,1,2,2]
63 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,3,3][0,0,0,1,3,3][0,1,1,1,3,3][0,1,1,1,3,3]
64 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,3,3][0,0,0,1,3,3][1,1,1,0,2,2][1,1,1,0,2,2]
65 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,3,3][0,0,0,1,3,3][1,1,1,0,3,3][1,1,1,0,3,3]
66 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,3,3][0,0,0,1,3,3][1,1,1,1,0,0][1,1,1,1,1,1]
67 43 43 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,3,3][0,0,1,0,2,2][0,0,2,3,2,3][0,0,2,3,3,2]
68 44 44 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,3,3][0,0,1,0,2,2][1,1,2,3,2,3][1,1,2,3,3,2]
69 45 45 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,3,3][0,0,1,0,3,3][0,0,2,2,0,1][0,0,2,2,1,0]
70 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,3,3][0,0,1,0,3,3][0,0,3,3,0,1][0,0,3,3,1,0]
71 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,3,3][0,0,1,0,3,3][0,1,0,0,3,3][0,1,1,1,3,3]
72 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,3,3][0,0,1,0,3,3][1,1,0,1,2,2][1,1,1,0,2,2]
73 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,3,3][0,0,1,0,3,3][1,1,0,1,3,3][1,1,1,0,3,3]
74 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,3,3][0,0,1,0,3,3][1,1,2,2,0,1][1,1,2,2,1,0]
75 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,3,3][0,0,1,0,3,3][1,1,3,3,0,1][1,1,3,3,1,0]
