2704 0 0 [1,1,3,3,3,3][1,1,3,3,3,3][3,3,1,1,3,3][3,3,1,1,3,3][3,3,3,3,1,1][3,3,3,3,1,1]
2703 0 0 [1,1,3,3,3,3][1,1,3,3,3,3][2,2,1,1,3,3][2,2,1,1,3,3][3,3,3,3,1,1][3,3,3,3,1,1]
2702 0 0 [1,1,3,3,3,3][1,1,3,3,3,3][2,2,1,1,3,3][2,2,1,1,3,3][2,2,3,3,1,1][2,2,3,3,1,1]
2700 0 0 [1,1,3,3,3,3][1,1,3,3,3,3][2,2,1,1,2,2][2,2,1,1,2,2][3,3,3,3,1,1][3,3,3,3,1,1]
2699 0 0 [1,1,3,3,3,3][1,1,3,3,3,3][2,2,1,1,2,2][2,2,1,1,2,2][2,2,2,2,1,1][2,2,2,2,1,1]
2690 0 0 [1,1,2,2,3,3][1,1,2,2,3,3][2,2,3,3,1,1][2,2,3,3,1,1][3,3,1,1,3,3][3,3,1,1,3,3]
2688 0 0 [1,1,2,2,3,3][1,1,2,2,3,3][2,2,1,1,3,3][2,2,1,1,3,3][3,3,3,3,1,1][3,3,3,3,1,1]
2678 0 0 [1,1,1,1,1,1][1,1,1,1,1,1][1,1,3,3,3,3][1,1,3,3,3,3][1,1,3,3,3,3][1,1,3,3,3,3]
2676 0 0 [1,1,1,1,1,1][1,1,1,1,1,1][1,1,2,2,3,3][1,1,2,3,2,3][1,1,3,2,2,3][1,1,3,3,3,3]
2675 0 0 [1,1,1,1,1,1][1,1,1,1,1,1][1,1,2,2,3,3][1,1,2,2,3,3][1,1,3,3,3,3][1,1,3,3,3,3]
2666 0 0 [0,1,1,1,3,3][1,0,1,1,3,3][1,1,1,1,1,1][1,1,1,1,1,1][3,3,1,1,0,1][3,3,1,1,1,0]
2660 0 0 [0,1,1,1,3,3][0,1,1,1,3,3][2,1,1,2,0,1][2,1,1,2,0,1][3,1,1,2,3,2][3,1,1,2,3,2]
2657 0 0 [0,1,1,1,3,3][0,1,1,1,3,3][2,1,1,2,0,1][2,1,1,2,0,1][2,1,1,3,2,3][2,1,1,3,2,3]
2656 0 0 [0,1,1,1,3,3][0,1,1,1,3,3][1,1,1,1,0,0][1,1,1,1,1,1][1,1,1,1,1,1][1,1,1,1,1,1]
2652 0 0 [0,1,1,1,3,3][0,1,1,1,3,3][1,0,3,3,1,1][1,0,3,3,1,1][1,1,0,0,1,1][1,1,1,1,0,0]
2651 0 0 [0,1,1,1,3,3][0,1,1,1,3,3][1,0,3,3,1,1][1,0,3,3,1,1][1,1,0,0,0,0][1,1,1,1,1,1]
2650 0 0 [0,1,1,1,3,3][0,1,1,1,3,3][1,0,2,2,1,1][1,0,2,2,1,1][1,1,3,3,3,3][1,1,3,3,3,3]
2647 0 0 [0,1,1,1,3,3][0,1,1,1,3,3][1,0,2,2,1,1][1,0,2,2,1,1][1,1,2,2,2,2][1,1,2,2,2,2]
2643 0 0 [0,1,1,1,3,3][0,1,1,1,3,3][1,0,1,1,3,3][1,0,1,1,3,3][1,1,1,1,0,0][1,1,1,1,0,0]
2642 0 0 [0,1,1,1,3,3][0,1,1,1,3,3][1,0,0,1,1,1][1,1,1,1,1,1][1,3,3,1,3,3][1,3,3,1,3,3]
2641 0 0 [0,1,1,1,3,3][0,1,1,1,3,3][1,0,0,1,1,1][1,1,1,1,1,1][1,3,3,1,2,2][1,3,3,1,2,2]
2640 0 0 [0,1,1,1,3,3][0,1,1,1,3,3][1,0,0,1,1,1][1,1,1,1,1,1][1,2,2,1,3,3][1,2,2,1,3,3]
2639 0 0 [0,1,1,1,3,3][0,1,1,1,3,3][1,0,0,1,1,1][1,1,1,1,1,1][1,2,2,1,2,2][1,2,2,1,2,2]
2638 0 0 [0,1,1,1,3,3][0,1,1,1,3,3][1,0,0,1,0,0][1,1,1,1,0,0][1,3,3,1,3,3][1,3,3,1,3,3]
