177 0 0 [0,0,0,0,0,0][0,0,0,0,1,1][0,0,0,0,1,1][0,0,0,0,1,1][0,0,0,1,2,2][0,0,0,1,2,2]
4 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,0,1,1][0,1,1,1,3,3][0,1,1,1,3,3]
26 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,0,1,2,2][0,0,0,1,2,2][0,0,0,1,2,2]
28 0 0 [0,0,0,0,0,0][0,0,0,0,0,0][0,0,0,1,2,2][0,0,0,1,2,2][0,0,1,0,2,2][0,0,1,0,2,2]
213 0 0 [0,0,0,0,0,0][0,0,0,0,1,1][0,0,0,1,2,2][0,0,0,1,2,2][0,0,1,1,1,1][0,0,1,1,1,1]
490 0 0 [0,0,0,0,1,1][0,0,0,0,1,1][0,0,0,1,2,2][0,0,0,1,2,2][0,0,1,1,0,0][0,0,1,1,1,1]
450 0 0 [0,0,0,0,1,1][0,0,0,0,1,1][0,0,0,0,1,1][0,0,1,1,1,1][0,0,2,2,0,1][0,0,2,2,0,1]
215 0 0 [0,0,0,0,0,0][0,0,0,0,1,1][0,0,0,1,2,2][0,0,0,1,2,2][0,1,1,0,1,1][0,1,1,0,1,1]
491 0 0 [0,0,0,0,1,1][0,0,0,0,1,1][0,0,0,1,2,2][0,0,0,1,2,2][0,1,1,0,0,0][0,1,1,0,1,1]
452 0 0 [0,0,0,0,1,1][0,0,0,0,1,1][0,0,0,0,1,1][0,0,1,1,1,1][0,1,2,2,0,0][0,1,2,2,0,0]
946 0 0 [0,0,0,0,1,1][0,0,0,1,2,2][0,0,0,1,2,2][0,0,1,1,0,0][1,1,0,0,0,0][1,1,1,1,0,0]
198 0 0 [0,0,0,0,0,0][0,0,0,0,1,1][0,0,0,1,0,1][0,0,1,0,0,1][0,0,2,2,2,2][0,0,2,2,2,2]
303 0 0 [0,0,0,0,0,0][0,0,0,1,2,2][0,0,0,1,2,2][0,0,1,1,1,1][0,1,0,1,1,1][0,1,1,0,1,1]
945 0 0 [0,0,0,0,1,1][0,0,0,1,2,2][0,0,0,1,2,2][0,0,1,1,0,0][0,1,0,1,1,1][0,1,1,0,1,1]
952 0 0 [0,0,0,0,1,1][0,0,0,1,2,2][0,0,0,1,2,2][0,0,1,1,1,1][0,1,0,1,1,1][0,1,1,0,0,0]
903 0 0 [0,0,0,0,1,1][0,0,0,1,0,1][0,0,0,1,1,0][0,1,1,0,0,0][0,2,2,1,1,1][0,2,2,1,1,1]
961 0 0 [0,0,0,0,1,1][0,0,0,1,2,2][0,0,0,1,2,2][0,1,1,0,0,0][1,0,1,0,1,1][1,1,0,0,1,1]
